,user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
0,c1070466-01f4-491b-a3d8-933be848aae0,proj12,,manager,,proj12task1a,dept2,False,task,proj21,dept1,,True,proj11task1propa,setStatus,False
1,24258bcf-39d4-48b7-b2b9-ce523a12316e,proj12,,manager,1.0,proj11task1a,dept2,True,budget,proj11,dept1,,True,proj12task1propa,setSchedule,False
2,82af70a3-a983-4b0f-8e06-4e7616bf7471,proj22,proj22,manager,,proj21task1a,,True,task,proj12,dept1,,True,proj22task1propa,approve,False
3,bda6ccb5-3c97-407f-9ca5-e0a97d07ddd2,proj22,proj22,manager,,proj11task2propa,dept2,False,budget,proj22,dept1,2.0,False,proj11task2a,setCost,False
4,2796665a-c913-4a24-bd5e-bbca19cea700,proj22,,manager,2.0,proj22task1a,dept2,False,budget,proj12,dept1,,True,proj22task1propa,setStatus,False
5,48378442-b047-492b-be73-71e366470f88,proj22,proj22,manager,1.0,proj11task2a,,False,budget,proj22,dept1,,False,proj11task2propa,setSchedule,False
6,a1a2c2d8-9a44-4591-9f84-a4836a3f0c87,proj21,,manager,1.0,proj11task1a,dept2,True,budget,proj21,dept2,1.0,False,proj22task2a,setCost,False
7,d4e269b8-046f-472f-9fb0-53237a3d4b54,proj22,,manager,,proj12task1a,dept1,False,schedule,proj22,dept1,,True,proj11task2propa,write,False
8,1098943a-18f8-4e61-9be8-dabdd674c24d,proj12,proj12,manager,,proj22task2a,,True,budget,proj22,dept1,,True,proj22task1a,request,False
9,c427611e-b914-4bf5-8feb-110f35a1045f,proj11,,manager,2.0,proj12task1propa,,True,task,proj22,dept2,,True,proj22task2a,request,False
10,1b1bb232-17b7-45bc-9997-c644d3c341e3,proj21,,manager,,proj12task2propa,dept2,True,budget,proj22,dept1,,False,proj21task2a,setSchedule,False
11,83e5c3b4-7fee-485b-a2ef-8274d57a8d6c,proj11,proj11,manager,,proj21task1a,,True,budget,proj21,dept1,,True,proj12task2propa,read,False
12,91ff75f2-65fb-4cc3-90fc-91479687c7d4,proj21,,manager,,proj11task1propa,,True,task,proj22,dept2,,False,proj21task2propa,write,False
13,06041634-e13e-4d52-94e1-0eae19fde4b2,proj22,proj22,manager,1.0,proj12task2a,dept2,False,budget,proj22,dept1,,False,proj21task1propa,setStatus,False
14,744c8477-8957-42a6-b0f0-baf535c13293,proj12,proj12,manager,,proj11task2propa,,True,budget,proj21,dept1,,True,proj21task2propa,approve,False
15,daa06f88-fe78-406c-9e6e-342f6fa54094,proj12,proj12,manager,1.0,proj21task1a,dept1,True,budget,proj12,dept2,,True,proj11task1a,setCost,False
16,54381176-71e6-4c6f-8617-e1a728682100,proj22,proj22,manager,2.0,proj21task1a,dept1,False,budget,proj21,dept1,2.0,True,proj12task1a,write,False
17,697470d5-7cd6-46db-ad44-69274d5d466f,proj12,proj12,manager,1.0,proj12task1propa,,False,task,proj22,dept2,,True,proj12task2propa,read,False
18,fd1ccf98-3ed5-4199-aea4-81a276f65670,proj21,,manager,2.0,proj11task1propa,dept1,False,task,proj12,dept2,,True,proj11task2propa,write,False
19,d6de8aa9-63ef-4c69-ae52-77a4283185d9,proj22,,manager,2.0,proj12task1a,,False,schedule,proj21,dept1,,False,proj22task1a,setStatus,False
20,a3bc7d67-975f-43ee-8b60-ae1c3750a4df,proj22,,manager,,proj12task1a,dept2,True,budget,proj11,dept1,1.0,False,proj12task1a,setSchedule,False
21,aa814836-4e17-42f9-9fe9-4285ace2a43c,proj22,,manager,1.0,proj12task1a,dept1,True,task,proj12,dept2,,True,proj11task2propa,setStatus,False
22,b6f800a0-ff57-412f-9d58-f8d579ce8cea,proj22,,manager,2.0,proj22task2a,dept1,True,schedule,proj21,dept1,,True,proj22task2a,setSchedule,False
23,ad5cc392-f471-4f96-bba4-4272b0a93d20,proj12,proj12,manager,2.0,proj12task2a,dept2,False,budget,proj21,dept2,2.0,False,proj12task2propa,write,False
24,895f334c-e746-4e56-ae8a-e03aa163db79,proj22,,manager,1.0,proj11task1propa,dept2,False,task,proj11,dept1,,True,proj11task1propa,read,False
25,5efc4e36-d7ff-4b0f-8629-11186dbe5541,proj22,proj22,manager,,proj21task2a,,False,budget,proj12,dept1,,True,proj21task1a,setCost,False
26,673f60fd-b4c8-4338-ad40-f796593f98cc,proj21,proj21,manager,,proj11task1propa,dept2,True,budget,proj11,dept1,2.0,False,proj21task2a,request,False
27,77da556b-9221-4dc3-bd1b-cef9514fddf9,proj11,,manager,,proj11task1propa,,True,budget,proj22,dept2,2.0,False,proj12task1propa,approve,False
28,920ce228-6145-432a-95f9-66c668462106,proj11,,manager,,proj12task2propa,dept1,True,budget,proj21,dept2,,True,proj22task2a,request,False
29,4b0d80a3-d09e-43b5-8151-81eac86fe6fa,proj22,proj22,manager,,proj12task1a,dept2,True,budget,proj11,dept1,1.0,False,proj22task1propa,setSchedule,False
30,cb2e5510-cee0-4845-8b5c-635f06a8a9d5,proj11,proj11,manager,,proj22task1propa,dept2,True,task,proj12,dept1,,False,proj11task1a,setStatus,False
31,17e5016f-b461-4e8f-81f0-09e8c13e5214,proj12,proj12,manager,2.0,proj22task1propa,,True,budget,proj12,dept2,2.0,True,proj21task1propa,setSchedule,False
32,146c29a2-d811-4f72-b982-d993baf3ba23,proj11,proj11,manager,,proj21task1propa,dept1,False,schedule,proj11,dept2,2.0,True,proj11task2a,write,False
33,9622dc7c-e0b9-4e73-b684-0b21de482439,proj22,proj22,manager,,proj22task1a,,False,schedule,proj21,dept1,2.0,False,proj21task2propa,approve,False
