,user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
0,e7338bd7-3c35-4432-9a5d-20c5e89dc73c,proj52,,auditor,,proj42task2propa,dept6,False,task,proj61,dept6,2.0,False,proj61task1a,setCost,False
1,096e78e8-583e-4efb-985f-92af69fc7394,proj51,proj51,auditor,,proj52task2propa,,False,budget,proj61,dept6,,False,proj62task1a,setStatus,False
2,560f272c-ac14-48dd-a7c1-04ed0145efc8,proj51,proj51,auditor,,proj61task2a,,False,schedule,proj51,dept5,,True,proj51task1a,write,False
3,77307213-c1be-4492-a405-0c9e96b6403c,proj61,proj61,auditor,,proj51task2propa,dept5,False,schedule,proj52,dept6,,False,proj51task2a,setCost,False
4,a22831d5-ddf3-4fe7-ad73-26267586df20,proj52,proj52,auditor,,proj42task2propa,dept5,True,budget,proj62,dept6,2.0,False,proj61task2a,setCost,False
5,b04f98e2-ddac-4c4b-a56e-5bf8e356e82d,proj61,,auditor,,proj61task2propa,dept6,False,budget,proj62,dept6,,False,proj52task1propa,write,False
6,999d9a32-bd9b-4366-aa6c-991b3fc900ef,proj52,,auditor,2.0,proj61task1a,,False,budget,proj61,dept6,,True,proj52task2propa,setStatus,False
7,c322f22c-d6f5-42b9-a7de-cf1175f66be3,proj52,proj52,auditor,,proj52task2propa,dept6,True,task,proj61,dept5,,False,proj51task2a,write,False
8,e7d23b30-c15e-47c7-9140-ec1fbb614286,proj51,proj51,auditor,,proj51task1propa,,False,schedule,proj62,dept6,,False,proj42task2a,approve,False
9,a9b7464f-8701-448e-b1a0-6cdd25b7a9cb,proj51,proj51,auditor,,proj51task1a,,False,budget,proj62,dept6,,True,proj61task2propa,read,False
10,65b1c071-3783-424d-9fc4-1886303a92b3,proj62,,auditor,,proj51task1a,,False,task,proj62,dept6,,False,proj52task1a,setStatus,False
11,4d16bf11-6533-412f-a531-931967384360,proj62,proj62,auditor,,proj51task1propa,dept6,False,budget,proj62,dept5,,True,proj42task2propa,setCost,False
12,cbc9f2ed-fb0f-44eb-ba06-eb11acfd6aa4,proj51,proj51,auditor,2.0,proj61task1propa,dept5,False,budget,proj52,dept6,1.0,True,proj42task2a,write,False
13,2f573977-e0df-4c63-b98a-d03194cac37c,proj61,proj61,auditor,2.0,proj52task2propa,dept5,False,budget,proj62,dept5,1.0,False,proj61task2propa,write,False
14,39ace200-5e96-4957-a22e-ae8834de5bee,proj51,proj51,auditor,,proj62task1a,dept5,True,schedule,proj51,dept5,2.0,False,proj42task2a,setSchedule,False
15,1763ca81-1ad2-4a9b-a801-c490e0a59348,proj62,,auditor,2.0,proj42task2propa,,False,task,proj52,dept6,1.0,False,proj61task2a,read,False
16,75082bac-bd7c-4437-9373-0691dfc28331,proj51,proj51,auditor,,proj61task2a,dept5,False,task,proj51,dept6,1.0,True,proj61task2propa,setStatus,False
17,c16f6c5a-c784-4384-90ff-786a179f1ae9,proj61,proj61,auditor,2.0,proj62task1a,,False,schedule,proj61,dept6,,True,proj51task1a,request,False
18,20e2a931-cf96-4102-8343-71968f71baea,proj61,proj61,auditor,2.0,proj52task1propa,,True,task,proj61,dept6,2.0,False,proj61task1a,setSchedule,False
19,2ab4d8ac-8e24-466a-9047-ad79d612686b,proj51,proj51,auditor,2.0,proj62task1a,dept6,True,budget,proj51,dept5,,False,proj51task1propa,setCost,False
20,0ba71e93-cddc-4e4f-ade4-bf93923540f2,proj52,,auditor,1.0,proj52task1a,dept6,False,schedule,proj62,dept5,2.0,True,proj62task1a,read,False
21,9ec9fa12-48d7-499f-a38d-0816eaedd776,proj61,proj61,auditor,1.0,proj52task2a,,True,budget,proj52,dept6,1.0,True,proj42task2propa,setSchedule,False
22,27aa8c17-e2a8-4550-905f-1b48f1b077fe,proj61,proj61,auditor,,proj61task1propa,,True,task,proj62,dept5,,False,proj52task2a,approve,False
23,7ec40612-6f96-496e-99c3-5cbdcae27d44,proj62,proj62,auditor,,proj51task1a,dept5,True,schedule,proj61,dept5,,True,proj52task1a,request,False
24,1fa2564b-e826-4ef4-b2a9-87357e3bb64b,proj51,,auditor,,proj61task2a,,False,budget,proj62,dept5,2.0,False,proj52task1a,write,False
25,9971be4b-f095-474e-bc5a-0b61554dc4a7,proj51,proj51,auditor,1.0,proj42task2propa,,True,schedule,proj51,dept6,1.0,True,proj51task2propa,request,False
26,dea6a098-97c7-410a-a21a-2d1b4158766b,proj61,proj61,auditor,,proj51task1propa,dept6,False,task,proj51,dept5,1.0,False,proj61task1a,read,False
27,dadfd1f3-52c3-4781-bf0e-2a70a4179390,proj62,proj62,auditor,1.0,proj51task2a,,False,schedule,proj61,dept6,1.0,True,proj51task2propa,setCost,False
28,fd3bbb54-2e13-40da-a998-8cb8f8dc1cfb,proj52,,auditor,1.0,proj52task2propa,,True,budget,proj62,dept6,,False,proj61task1propa,setCost,False
29,a5753c66-7e2c-4549-ba64-4a0506a2514d,proj62,proj62,auditor,2.0,proj61task2propa,,True,task,proj52,dept5,,False,proj52task2a,request,False
30,1bd75725-fec4-4a4c-b95e-1b26d2870377,proj51,proj51,auditor,2.0,proj51task1a,,True,schedule,proj61,dept6,,False,proj61task2a,approve,False
31,d06e83c0-ebaa-4496-9bfc-f9f0cd0e0f7d,proj52,proj52,auditor,,proj51task1propa,dept6,False,task,proj61,dept6,2.0,True,proj42task2propa,setStatus,False
32,ca395d25-18c9-4fa6-91e2-bb7c4325f11d,proj61,,auditor,,proj51task1a,dept5,False,schedule,proj62,dept5,,False,proj62task1a,setSchedule,False
33,6a43cc0c-a584-4555-8ff5-6a0471bda8fd,proj61,proj61,auditor,,proj61task1propa,,True,budget,proj52,dept6,,True,proj42task2a,setStatus,False
34,47ddeebb-30bc-4bea-bd1b-75e2fd943424,proj62,,auditor,2.0,proj51task2propa,,False,budget,proj61,dept6,,False,proj52task2a,read,False
